well_id,borehole_name,uwi,nitg_number,mapviewer_id,public_as_of,on_offshore,lon,lat,detail_url
BLD-01,BLESDIJKE-01,4217,B16B0168,106520549,2009-01-25,ON,5.99491779,52.85455036,https://www.nlog.nl/nlog-mapviewer/brh/106520549
BLD-01-S1,BLESDIJKE-01-SIDETRACK1,5946,B16B1793,3666975907,2026-03-19,ON,5.99491779,52.85455036,https://www.nlog.nl/nlog-mapviewer/brh/3666975907
BLD-01-S2,BLESDIJKE-01-SIDETRACK2,5947,B16B1795,3667272230,2026-04-12,ON,5.99491779,52.85455036,https://www.nlog.nl/nlog-mapviewer/brh/3667272230
BLE-01,BLEISWIJK-01,1123,B37F0232,106505034,2003-01-01,ON,4.53155158,52.01723712,https://www.nlog.nl/nlog-mapviewer/brh/106505034
BLF-101,BLIJA-FERWERDERADEEL-101,1124,B06A0016,106505039,2003-01-01,ON,5.84926249,53.36094336,https://www.nlog.nl/nlog-mapviewer/brh/106505039
BLF-102,BLIJA-FERWERDERADEEL-102,1125,B06A0028,106505044,2003-01-01,ON,5.84915384,53.360892,https://www.nlog.nl/nlog-mapviewer/brh/106505044
BLF-102-S1,BLIJA-FERWERDERADEEL-102-SIDETRACK1,1126,B06A0074,106505048,2003-01-01,ON,5.84915384,53.360892,https://www.nlog.nl/nlog-mapviewer/brh/106505048
BLF-103,BLIJA-FERWERDERADEEL-103,2473,B06A0071,106512472,2003-01-01,ON,5.84993361,53.36131398,https://www.nlog.nl/nlog-mapviewer/brh/106512472
BLF-104,BLIJA-FERWERDERADEEL-104,5325,B06A0931,238752746,2003-01-01,ON,5.84945582,53.36068697,https://www.nlog.nl/nlog-mapviewer/brh/238752746
BLF-104-S1,BLIJA-FERWERDERADEEL-104-SIDETRACK1,2485,B06A0073,106512532,2003-01-01,ON,5.84945582,53.36068697,https://www.nlog.nl/nlog-mapviewer/brh/106512532
BLF-105,BLIJA-FERWERDERADEEL-105,2542,B06A0075,106512861,2003-01-01,ON,5.84959084,53.36113334,https://www.nlog.nl/nlog-mapviewer/brh/106512861
BLF-106,BLIJA-FERWERDERADEEL-106,4156,B06A0070,106520310,2007-10-26,ON,5.85023558,53.36110894,https://www.nlog.nl/nlog-mapviewer/brh/106520310
BLF-106-S1,BLIJA-FERWERDERADEEL-106-SIDETRACK1,4158,B06A0068,106520314,2007-12-07,ON,5.85023558,53.36110894,https://www.nlog.nl/nlog-mapviewer/brh/106520314
BLF-106-S2,BLIJA-FERWERDERADEEL-106-SIDETRACK2,4163,B06A0069,106520318,2008-01-15,ON,5.85023558,53.36110894,https://www.nlog.nl/nlog-mapviewer/brh/106520318
BLF-107,BLIJA-FERWERDERADEEL-107,4171,B06A0072,106520371,2008-05-28,ON,5.84989282,53.3609283,https://www.nlog.nl/nlog-mapviewer/brh/106520371
BLF-108,BLIJA-FERWERDERADEEL-108,5643,B06A1016,803893979,2016-08-14,ON,5.84917247,53.36072071,https://www.nlog.nl/nlog-mapviewer/brh/803893979
BLG-01,BLESKENSGRAAF-01,1127,B38D0271,106505053,2003-01-01,ON,4.73692,51.87072255,https://www.nlog.nl/nlog-mapviewer/brh/106505053
BLG-02,BLESKENSGRAAF-02,1128,B38C0414,106505058,2003-01-01,ON,4.72311624,51.87480116,https://www.nlog.nl/nlog-mapviewer/brh/106505058
BLH-01,BLAUWHUIS-01,2548,B10G0051,106512896,2003-01-01,ON,5.51763488,53.02233799,https://www.nlog.nl/nlog-mapviewer/brh/106512896
BLK-01,BLAAKSEDIJK-01,5630,B37H2799,762746014,2016-05-30,ON,4.48719044,51.81351277,https://www.nlog.nl/nlog-mapviewer/brh/762746014
BLS-01,DE BLESSE-01,2764,B16B0169,106513612,2003-01-01,ON,6.05072781,52.839225,https://www.nlog.nl/nlog-mapviewer/brh/106513612
BLS-01-S1,DE BLESSE-01-SIDETRACK1,3712,B16B0170,106513616,2003-01-01,ON,6.05072781,52.839225,https://www.nlog.nl/nlog-mapviewer/brh/106513616
BLS-02,DE BLESSE-02,5459,B16B1674,282137855,2012-12-24,ON,6.05033292,52.83910026,https://www.nlog.nl/nlog-mapviewer/brh/282137855
BLT-01,DE BILT-01,6010,B32C1906,3949431312,2025-02-17,ON,5.19131065,52.10002419,https://www.nlog.nl/nlog-mapviewer/brh/3949431312
BNT-01,DE BENTE-01,1129,B22E0082,106505063,2003-01-01,ON,6.76976383,52.69310982,https://www.nlog.nl/nlog-mapviewer/brh/106505063
BNV-01,BARNEVELD-01,5319,B32E1050,238739153,2003-01-01,ON,5.60478914,52.15593584,https://www.nlog.nl/nlog-mapviewer/brh/238739153
BNV-01-S1,BARNEVELD-01-SIDETRACK1,1130,B32E0074,106505068,2003-01-01,ON,5.60478914,52.15593584,https://www.nlog.nl/nlog-mapviewer/brh/106505068
BOL-01,BOLDERIJ-01,1131,B07H0060,106505073,2003-01-01,ON,6.92612505,53.22059968,https://www.nlog.nl/nlog-mapviewer/brh/106505073
BOR-01,BORNE-01,1132,B28G0278,106505078,2003-01-01,ON,6.75758236,52.28601616,https://www.nlog.nl/nlog-mapviewer/brh/106505078
BOZ-01,BOZUM-01,1133,B10F0062,106505084,2003-01-01,ON,5.71386441,53.09840877,https://www.nlog.nl/nlog-mapviewer/brh/106505084
BRA-01,BOERAKKER-01,2497,B06H0085,106512596,2003-01-01,ON,6.35553149,53.19308486,https://www.nlog.nl/nlog-mapviewer/brh/106512596
BRA-02,BOERAKKER-02,4168,B06H0125,106520361,2008-04-24,ON,6.35544724,53.19334804,https://www.nlog.nl/nlog-mapviewer/brh/106520361
BRA-03,BOERAKKER-03,4891,B06H0131,106523426,2012-09-28,ON,6.35554082,53.19301265,https://www.nlog.nl/nlog-mapviewer/brh/106523426
BRAK-01,BRAKEL-01,3831,B44F0237,106518835,2003-01-01,ON,5.0515126,51.79997461,https://www.nlog.nl/nlog-mapviewer/brh/106518835
BRG-01,DEN BURG-01,1134,B09D0141,106505089,2003-01-01,ON,4.79331793,53.04542215,https://www.nlog.nl/nlog-mapviewer/brh/106505089
BRH-01,BARNHEEM-01,1135,B07E0027,106505094,2003-01-01,ON,6.67851551,53.31030409,https://www.nlog.nl/nlog-mapviewer/brh/106505094
BRI-GT-01,BRIELLE-GT-01,5817,B37D1932,1828522047,2020-08-18,ON,4.15914048,51.87173828,https://www.nlog.nl/nlog-mapviewer/brh/1828522047
BRI-GT-02,BRIELLE-GT-02,5821,B37D1933,1849250608,2020-09-23,ON,4.15917021,51.87176496,https://www.nlog.nl/nlog-mapviewer/brh/1849250608
BRK-01,BERKEL-01,5321,B37F2099,238745670,2003-01-01,ON,4.45069535,51.96619927,https://www.nlog.nl/nlog-mapviewer/brh/238745670
BRK-01-S1,BERKEL-01-SIDETRACK1,1136,B37F0252,106505099,2003-01-01,ON,4.45069535,51.96619927,https://www.nlog.nl/nlog-mapviewer/brh/106505099
BRK-02,BERKEL-02,1137,B37F0253,106505104,2003-01-01,ON,4.46630812,51.96421652,https://www.nlog.nl/nlog-mapviewer/brh/106505104
BRK-03,BERKEL-03,1138,B37F0254,106505109,2003-01-01,ON,4.45565104,51.96505012,https://www.nlog.nl/nlog-mapviewer/brh/106505109
BRK-04,BERKEL-04,1139,B37F0506,106505114,2003-01-01,ON,4.46117198,51.95264515,https://www.nlog.nl/nlog-mapviewer/brh/106505114
BRK-04-S1,BERKEL-04-SIDETRACK1,3985,B37F0494,106505118,2005-09-03,ON,4.46117198,51.95264515,https://www.nlog.nl/nlog-mapviewer/brh/106505118
BRK-05,BERKEL-05,1140,B37F0499,106505123,2003-01-01,ON,4.46119961,51.95259985,https://www.nlog.nl/nlog-mapviewer/brh/106505123
BRK-05-S1,BERKEL-05-SIDETRACK1,2666,B37F0503,106505127,2003-01-01,ON,4.46119961,51.95259985,https://www.nlog.nl/nlog-mapviewer/brh/106505127
BRK-05-S2,BERKEL-05-SIDETRACK2,5028,B37F0623,141754295,2003-01-01,ON,4.46119961,51.95259985,https://www.nlog.nl/nlog-mapviewer/brh/141754295
BRK-05-S3,BERKEL-05-SIDETRACK3,3785,B37F0507,106505131,2003-02-16,ON,4.46119961,51.95259985,https://www.nlog.nl/nlog-mapviewer/brh/106505131
BRK-06,BERKEL-06,1141,B37F0493,106505136,2003-01-01,ON,4.46121299,51.95256371,https://www.nlog.nl/nlog-mapviewer/brh/106505136
BRK-07,BERKEL-07,1142,B37F0329,106505141,2003-01-01,ON,4.46124062,51.95251841,https://www.nlog.nl/nlog-mapviewer/brh/106505141
BRK-08,BERKEL-08,5320,B37F2098,238745489,2003-01-01,ON,4.4612828,51.95247293,https://www.nlog.nl/nlog-mapviewer/brh/238745489
BRK-08-S1,BERKEL-08-SIDETRACK1,1143,B37F0496,106505146,2003-01-01,ON,4.4612828,51.95247293,https://www.nlog.nl/nlog-mapviewer/brh/106505146
BRK-08-S2,BERKEL-08-SIDETRACK2,1144,B37F0505,106505150,2003-01-01,ON,4.4612828,51.95247293,https://www.nlog.nl/nlog-mapviewer/brh/106505150
BRK-09,BERKEL-09,1145,B37F0504,106505155,2003-01-01,ON,4.46129618,51.9524368,https://www.nlog.nl/nlog-mapviewer/brh/106505155
BRK-10,BERKEL-10,1146,B37F0501,106505160,2003-01-01,ON,4.46111643,51.95272676,https://www.nlog.nl/nlog-mapviewer/brh/106505160
BRK-11,BERKEL-11,1147,B37F0497,106505165,2003-01-01,ON,4.46114435,51.95269045,https://www.nlog.nl/nlog-mapviewer/brh/106505165
BRK-12,BERKEL-12,1148,B37F0495,106505170,2003-01-01,ON,4.46110334,51.95277188,https://www.nlog.nl/nlog-mapviewer/brh/106505170
BRK-13,BERKEL-13,2483,B37F0486,106512522,2003-01-01,ON,4.46146041,51.95345981,https://www.nlog.nl/nlog-mapviewer/brh/106512522
BRK-14,BERKEL-14,2484,B37F0481,106512527,2003-01-01,ON,4.46146334,51.95354969,https://www.nlog.nl/nlog-mapviewer/brh/106512527
BRK-15,BERKEL-15,2489,B37F0482,106512552,2003-01-01,ON,4.46146626,51.95363957,https://www.nlog.nl/nlog-mapviewer/brh/106512552
BRK-16,BERKEL-16,2495,B37F0498,106512582,2003-01-01,ON,4.46145457,51.95328005,https://www.nlog.nl/nlog-mapviewer/brh/106512582
BRK-16-S1,BERKEL-16-SIDETRACK1,3744,B37F0492,106512586,2003-01-01,ON,4.46145457,51.95328005,https://www.nlog.nl/nlog-mapviewer/brh/106512586
BRK-17,BERKEL-17,2496,B37F0480,106512591,2003-01-01,ON,4.46146633,51.95408915,https://www.nlog.nl/nlog-mapviewer/brh/106512591
BRK-18,BERKEL-18,2502,B37F0487,106512625,2003-01-01,ON,4.46146048,51.95390939,https://www.nlog.nl/nlog-mapviewer/brh/106512625
BRK-19,BERKEL-19,2503,B37F0488,106512630,2003-01-01,ON,4.46145756,51.95381951,https://www.nlog.nl/nlog-mapviewer/brh/106512630
BRK-20,BERKEL-20,2512,B37F0478,106512678,2003-01-01,ON,4.46144872,51.95310029,https://www.nlog.nl/nlog-mapviewer/brh/106512678
BRK-21,BERKEL-21,2573,B37F0489,106513008,2003-01-01,ON,4.46146487,51.95404421,https://www.nlog.nl/nlog-mapviewer/brh/106513008
BRK-21-S1,BERKEL-21-SIDETRACK1,3733,B37F0490,106513012,2003-01-01,ON,4.46146487,51.95404421,https://www.nlog.nl/nlog-mapviewer/brh/106513012
BRK-22,BERKEL-22,2579,B37F0483,106513037,2003-01-01,ON,4.4614735,51.95341469,https://www.nlog.nl/nlog-mapviewer/brh/106513037
BRK-23,BERKEL-23,2739,B37F0500,106513547,2003-01-01,ON,4.4614545,51.95283047,https://www.nlog.nl/nlog-mapviewer/brh/106513547
BRK-24,BERKEL-24,3736,B37F0484,106518421,2003-01-01,ON,4.46145317,51.95368469,https://www.nlog.nl/nlog-mapviewer/brh/106518421
BRK-25,BERKEL-25,3742,B37F0485,106518453,2003-01-01,ON,4.4614648,51.95359463,https://www.nlog.nl/nlog-mapviewer/brh/106518453
BRK-26,BERKEL-26,3866,B37F0502,106519003,2003-10-25,ON,4.46145596,51.95287541,https://www.nlog.nl/nlog-mapviewer/brh/106519003
BRL-01,BAARLO-01,1149,B16D0050,106505175,2003-01-01,ON,5.94232597,52.73328441,https://www.nlog.nl/nlog-mapviewer/brh/106505175
BRL-01-S1,BAARLO-01-SIDETRACK1,5027,B16D0188,141754293,2003-01-01,ON,5.94232597,52.73328441,https://www.nlog.nl/nlog-mapviewer/brh/141754293
BRL-09,BAARLO-09,2517,B58E0015,106512703,2003-01-01,ON,6.05609287,51.32874843,https://www.nlog.nl/nlog-mapviewer/brh/106512703
BRN-15,BEERINGEN-15,1150,B58B0008,106505182,2003-01-01,ON,5.95666376,51.3344508,https://www.nlog.nl/nlog-mapviewer/brh/106505182
BRT-01,BARENDRECHT-01,2482,B37H0782,106512517,2003-01-01,ON,4.51186514,51.8450744,https://www.nlog.nl/nlog-mapviewer/brh/106512517
BRT-02,BARENDRECHT-02,4232,B37H0783,106520596,2006-08-29,ON,4.51229988,51.84505082,https://www.nlog.nl/nlog-mapviewer/brh/106520596
BRT-02-S1,BARENDRECHT-02-SIDETRACK1,4097,B37H0784,106520598,2006-10-06,ON,4.51229988,51.84505082,https://www.nlog.nl/nlog-mapviewer/brh/106520598
BRT-02-S2,BARENDRECHT-02-SIDETRACK2,4229,B37H0785,106520602,2009-07-13,ON,4.51229988,51.84505082,https://www.nlog.nl/nlog-mapviewer/brh/106520602
BRTZ-01,BARENDRECHT ZIEDEWIJ-01,3846,B37H0718,106518915,2003-01-30,ON,4.55281937,51.84254458,https://www.nlog.nl/nlog-mapviewer/brh/106518915
BRTZ-02,BARENDRECHT ZIEDEWIJ-02,5404,B37H1935,250250098,2005-05-14,ON,4.55289808,51.84230076,https://www.nlog.nl/nlog-mapviewer/brh/250250098
BRTZ-02-S1,BARENDRECHT ZIEDEWIJ-02-SIDETRACK1,5405,B37H1936,250250118,2005-06-14,ON,4.55289808,51.84230076,https://www.nlog.nl/nlog-mapviewer/brh/250250118
BRTZ-02-S2,BARENDRECHT ZIEDEWIJ-02-SIDETRACK2,3967,B37H0719,106519443,2005-07-02,ON,4.55289808,51.84230076,https://www.nlog.nl/nlog-mapviewer/brh/106519443
BRTZ-02-S3,BARENDRECHT ZIEDEWIJ-02-SIDETRACK3,3979,B37H0717,106519447,2005-07-18,ON,4.55289808,51.84230076,https://www.nlog.nl/nlog-mapviewer/brh/106519447
BRTZ-03,BARENDRECHT ZIEDEWIJ-03,4140,B37H0721,106520237,2007-05-26,ON,4.55332971,51.84260978,https://www.nlog.nl/nlog-mapviewer/brh/106520237
BRTZ-04,BARENDRECHT ZIEDEWIJ-04,5406,B37H1937,250250179,2009-05-09,ON,4.55345132,51.8423474,https://www.nlog.nl/nlog-mapviewer/brh/250250179
BRTZ-04-S1,BARENDRECHT ZIEDEWIJ-04-SIDETRACK1,4225,B37H0710,106520577,2009-06-04,ON,4.55345132,51.8423474,https://www.nlog.nl/nlog-mapviewer/brh/106520577
BRW-01,BORGSWEER-01,1151,B08A0047,106505190,2003-01-01,ON,7.01681743,53.29033564,https://www.nlog.nl/nlog-mapviewer/brh/106505190
BRW-01-S1,BORGSWEER-01-SIDETRACK1,4997,B08A0190,123453500,2003-01-01,ON,7.01681743,53.29033564,https://www.nlog.nl/nlog-mapviewer/brh/123453500
BRW-01-S2,BORGSWEER-01-SIDETRACK2,4910,B08A0189,106532932,2003-01-01,ON,7.01681743,53.29033564,https://www.nlog.nl/nlog-mapviewer/brh/106532932
BRW-02,BORGSWEER-02,1152,B08A0048,106505196,2003-01-01,ON,7.01694958,53.2903042,https://www.nlog.nl/nlog-mapviewer/brh/106505196
BRW-02-S1,BORGSWEER-02-SIDETRACK1,4234,B08A0146,106505200,2009-10-22,ON,7.01694958,53.2903042,https://www.nlog.nl/nlog-mapviewer/brh/106505200
BRW-03,BORGSWEER-03,1153,B08A0049,106505204,2003-01-01,ON,7.01670024,53.29036658,https://www.nlog.nl/nlog-mapviewer/brh/106505204
AWG-108-S1,AMELAND WESTGAT-108-SIDETRACK1,4160,B02D0052,106520305,2008-03-01,ON,5.94049293,53.49197479,https://www.nlog.nl/nlog-mapviewer/brh/106520305
AWG-109,AMELAND WESTGAT-109,4091,B02D0047,106520018,2006-12-22,ON,5.94045026,53.49201181,https://www.nlog.nl/nlog-mapviewer/brh/106520018
AWG-109-S1,AMELAND WESTGAT-109-SIDETRACK1,4948,B02D0086,106532953,2009-10-24,ON,5.94045026,53.49201181,https://www.nlog.nl/nlog-mapviewer/brh/106532953
AWG-110,AMELAND WESTGAT-110,5604,B02D0217,697701893,2016-04-25,ON,5.94050799,53.49197442,https://www.nlog.nl/nlog-mapviewer/brh/697701893
B10-02,B10-02,8835,BB100011,238739000,1992-07-24,OFF,4.05396213,55.33867646,https://www.nlog.nl/nlog-mapviewer/brh/238739000
B10-02-S1,B10-02-SIDETRACK1,7009,BB100008,106523577,1992-09-21,OFF,4.05396213,55.33867646,https://www.nlog.nl/nlog-mapviewer/brh/106523577
B10-03,B10-03,8072,BB100009,106529637,2001-10-19,OFF,4.00242979,55.39893199,https://www.nlog.nl/nlog-mapviewer/brh/106529637
B10-03-S1,B10-03-SIDETRACK1,8085,BB100010,106529641,2001-11-16,OFF,4.00242979,55.39893199,https://www.nlog.nl/nlog-mapviewer/brh/106529641
B10-04,B10-04,9298,BB100012,2890109002,2024-04-05,OFF,4.00449838,55.40329133,https://www.nlog.nl/nlog-mapviewer/brh/2890109002
B13-01,B13-01,7010,BB130020,106523583,1983-05-15,OFF,4.07365565,55.29964755,https://www.nlog.nl/nlog-mapviewer/brh/106523583
B13-02,B13-02,7011,BB130023,106523589,1987-07-31,OFF,4.28135289,55.25417603,https://www.nlog.nl/nlog-mapviewer/brh/106523589
B13-03,B13-03,8003,BB130022,106529292,2000-10-18,OFF,4.08665143,55.2772101,https://www.nlog.nl/nlog-mapviewer/brh/106529292
B13-04,B13-04,8109,BB130021,106529828,2002-08-11,OFF,4.07926763,55.23422999,https://www.nlog.nl/nlog-mapviewer/brh/106529828
B13-A-01,B13-A-01,9060,BB130026,851941256,2016-06-26,OFF,4.09681015,55.28481174,https://www.nlog.nl/nlog-mapviewer/brh/851941256
B13-A-01-S1,B13-A-01-SIDETRACK1,9088,BB130030,872206149,2016-07-08,OFF,4.09681015,55.28481174,https://www.nlog.nl/nlog-mapviewer/brh/872206149
B13-A-01-S2,B13-A-01-SIDETRACK2,9080,BB130032,935822353,2016-11-16,OFF,4.09681015,55.28481174,https://www.nlog.nl/nlog-mapviewer/brh/935822353
B13-A-02,B13-A-02,9067,BB130029,866108413,2016-10-23,OFF,4.0968254,55.28479363,https://www.nlog.nl/nlog-mapviewer/brh/866108413
B13-A-02-S1,B13-A-02-SIDETRACK1,9329,BB130036,3343637968,2025-12-12,OFF,4.0968254,55.28479363,https://www.nlog.nl/nlog-mapviewer/brh/3343637968
B13-A-03,B13-A-03,9065,BB130027,859564570,2016-09-14,OFF,4.09677867,55.28481202,https://www.nlog.nl/nlog-mapviewer/brh/859564570
B13-A-04,B13-A-04,9066,BB130028,860001719,2016-09-20,OFF,4.09677817,55.28479405,https://www.nlog.nl/nlog-mapviewer/brh/860001719
B13-A-04-S1,B13-A-04-SIDETRACK1,9077,BB130031,910225886,2016-10-20,OFF,4.09677817,55.28479405,https://www.nlog.nl/nlog-mapviewer/brh/910225886
B14-01,B14-01,7012,BB140007,106523595,1984-10-25,OFF,4.57515132,55.20401316,https://www.nlog.nl/nlog-mapviewer/brh/106523595
B14-02,B14-02,7534,BB140008,106526671,1993-12-19,OFF,4.3396103,55.27976512,https://www.nlog.nl/nlog-mapviewer/brh/106526671
B14-03,B14-03,7854,BB140009,106528435,1999-10-08,OFF,4.57342999,55.1747099,https://www.nlog.nl/nlog-mapviewer/brh/106528435
B16-01,B16-01,8112,BB160011,106529851,2002-10-01,OFF,4.03841795,55.11664393,https://www.nlog.nl/nlog-mapviewer/brh/106529851
B17-01,B17-01,7013,BB170021,106523601,1980-12-16,OFF,4.47403143,55.04017292,https://www.nlog.nl/nlog-mapviewer/brh/106523601
B17-02,B17-02,7014,BB170022,106523607,1981-08-22,OFF,4.39054321,55.00730946,https://www.nlog.nl/nlog-mapviewer/brh/106523607
B17-03,B17-03,7015,BB170023,106523613,1986-12-24,OFF,4.51412114,55.02300913,https://www.nlog.nl/nlog-mapviewer/brh/106523613
B17-04,B17-04,7955,BB170024,106528995,2000-02-20,OFF,4.48074747,55.03471696,https://www.nlog.nl/nlog-mapviewer/brh/106528995
B17-05,B17-05,8045,BB170025,106529506,2001-06-08,OFF,4.52320328,55.03025648,https://www.nlog.nl/nlog-mapviewer/brh/106529506
B17-06,B17-06,8345,BB170026,106531071,2007-04-17,OFF,4.50938375,55.06718704,https://www.nlog.nl/nlog-mapviewer/brh/106531071
B18-02,B18-02,7016,BB180010,106523619,1986-10-26,OFF,4.79545372,55.09248737,https://www.nlog.nl/nlog-mapviewer/brh/106523619
B18-03,B18-03,7017,BB180011,106523625,1992-02-23,OFF,4.90882784,55.00411846,https://www.nlog.nl/nlog-mapviewer/brh/106523625
B18-06,B18-06,8685,BB180015,106532853,2011-01-19,OFF,4.73582188,55.04467462,https://www.nlog.nl/nlog-mapviewer/brh/106532853
BAC-01,BAKKUM-CASTRICUM-01,1071,B19C0559,106504767,2003-01-01,ON,4.6644221,52.56336251,https://www.nlog.nl/nlog-mapviewer/brh/106504767
BAR-NE-01,BARRADEEL-01,1072,B05G0037,106504772,2003-01-01,ON,5.52737615,53.24162594,https://www.nlog.nl/nlog-mapviewer/brh/106504772
BAR-NE-02,BARRADEEL-02,1073,B05G0130,106504777,2003-01-01,ON,5.52722524,53.24186292,https://www.nlog.nl/nlog-mapviewer/brh/106504777
BAR-NE-02-S1,BARRADEEL-02-SIDETRACK1,6007,B05G0927,3949086274,2003-01-01,ON,5.52722524,53.24186292,https://www.nlog.nl/nlog-mapviewer/brh/3949086274
BAR-NE-02-S2,BARRADEEL-02-SIDETRACK2,6006,B05G0926,3949086255,2003-01-01,ON,5.52722524,53.24186292,https://www.nlog.nl/nlog-mapviewer/brh/3949086255
BAS-01,BARRADEEL SALT-01,3934,B05G0134,106519292,2004-08-13,ON,5.47042481,53.20607263,https://www.nlog.nl/nlog-mapviewer/brh/106519292
BAS-02,BARRADEEL SALT-02,3975,B05G0135,106519476,2005-05-17,ON,5.47037531,53.20625348,https://www.nlog.nl/nlog-mapviewer/brh/106519476
BAS-03,BARRADEEL SALT-03,4896,B05G0189,106523447,2013-09-24,ON,5.47028921,53.20657896,https://www.nlog.nl/nlog-mapviewer/brh/106523447
BAS-03-S1,BARRADEEL SALT-03-SIDETRACK1,5838,B05G0918,2085897540,2020-01-21,ON,5.47028921,53.20657896,https://www.nlog.nl/nlog-mapviewer/brh/2085897540
BAS-04,BARRADEEL-SALT-04,4908,B05G0285,106532588,2009-04-16,ON,5.55803784,53.22470577,https://www.nlog.nl/nlog-mapviewer/brh/106532588
BDK-01,BILDTDIJK-01,5322,B05F0407,238752525,2003-01-01,ON,5.67084748,53.31613041,https://www.nlog.nl/nlog-mapviewer/brh/238752525
A05-01,A05-01,8438,BA050018,106531513,2009-07-02,OFF,3.51908564,55.68102586,https://www.nlog.nl/nlog-mapviewer/brh/106531513
A08-01,A08-01,8267,BA080036,106530674,2006-08-03,OFF,3.63320312,55.53489535,https://www.nlog.nl/nlog-mapviewer/brh/106530674
A11-01,A11-01,7000,BA110040,106523523,1991-10-30,OFF,3.55924849,55.46725978,https://www.nlog.nl/nlog-mapviewer/brh/106523523
A12-01,A12-01,7001,BA120016,106523529,1981-04-05,OFF,3.80801155,55.39934667,https://www.nlog.nl/nlog-mapviewer/brh/106523529
A12-02,A12-02,7002,BA120017,106523535,1993-05-08,OFF,3.97535051,55.39898921,https://www.nlog.nl/nlog-mapviewer/brh/106523535
A12-03,A12-03,7825,BA120018,106528305,1998-09-25,OFF,3.78864032,55.40031782,https://www.nlog.nl/nlog-mapviewer/brh/106528305
A12-A-01,A12-A-01,8905,BA120081,281244844,2012-11-12,OFF,3.81013433,55.39891028,https://www.nlog.nl/nlog-mapviewer/brh/281244844
A12-A-02,A12-A-02,8906,BA120082,281244869,2013-01-01,OFF,3.81016609,55.39891905,https://www.nlog.nl/nlog-mapviewer/brh/281244869
A12-A-03,A12-A-03,8907,BA120083,281244881,2012-12-16,OFF,3.81019785,55.39892783,https://www.nlog.nl/nlog-mapviewer/brh/281244881
A12-A-04,A12-A-04,8908,BA120084,281244896,2012-09-26,OFF,3.8101347,55.39892825,https://www.nlog.nl/nlog-mapviewer/brh/281244896
A12-A-04-S1,A12-A-04-SIDETRACK1,9292,BA120095,2804780995,2023-12-22,OFF,3.8101347,55.39892825,https://www.nlog.nl/nlog-mapviewer/brh/2804780995
A12-A-05,A12-A-05,8909,BA120085,281244907,2012-12-01,OFF,3.81018243,55.3989459,https://www.nlog.nl/nlog-mapviewer/brh/281244907
A12-A-06,A12-A-06,8910,BA120086,281244925,2012-11-21,OFF,3.81011928,55.39894632,https://www.nlog.nl/nlog-mapviewer/brh/281244925
A12-A-07,A12-A-07,8911,BA120087,281244936,2012-10-31,OFF,3.81016682,55.39895499,https://www.nlog.nl/nlog-mapviewer/brh/281244936
A12-A-07-S1,A12-A-07-SIDETRACK1,8917,BA120088,291653765,2012-11-11,OFF,3.81016682,55.39895499,https://www.nlog.nl/nlog-mapviewer/brh/291653765
A12-A-07-S2,A12-A-07-SIDETRACK2,9332,BA120098,3626039131,2026-02-23,OFF,3.81016682,55.39895499,https://www.nlog.nl/nlog-mapviewer/brh/3626039131
A12-A-08,A12-A-08,9274,BA120093,2410408895,2022-09-07,OFF,3.81015067,55.39893713,https://www.nlog.nl/nlog-mapviewer/brh/2410408895
A12-A-09,A12-A-09,9275,BA120094,2410408898,2022-08-22,OFF,3.81013506,55.39894622,https://www.nlog.nl/nlog-mapviewer/brh/2410408898
A12-A-10,A12-A-10,9328,BA120097,3343637951,2026-01-13,OFF,3.81011964,55.39896429,https://www.nlog.nl/nlog-mapviewer/brh/3343637951
A14-01,A14-01,7003,BA140033,106523541,1992-06-04,OFF,3.60922278,55.19961399,https://www.nlog.nl/nlog-mapviewer/brh/106523541
A14-02,A14-02,8577,BA140034,106532069,2012-06-16,OFF,3.39490536,55.32444096,https://www.nlog.nl/nlog-mapviewer/brh/106532069
A15-01,A15-01,7004,BA150021,106523547,1988-04-12,OFF,3.70170145,55.20069861,https://www.nlog.nl/nlog-mapviewer/brh/106523547
A15-02,A15-02,8108,BA150022,106529822,2002-08-13,OFF,3.81707874,55.30531796,https://www.nlog.nl/nlog-mapviewer/brh/106529822
A15-03,A15-03,8441,BA150023,106531530,2009-09-21,OFF,3.82654027,55.30048259,https://www.nlog.nl/nlog-mapviewer/brh/106531530
A15-04,A15-04,8536,BA150024,106531894,2011-08-29,OFF,3.90817702,55.20107039,https://www.nlog.nl/nlog-mapviewer/brh/106531894
A15-04-S1,A15-04-SIDETRACK1,8541,BA150025,106531897,2011-09-28,OFF,3.90817702,55.20107039,https://www.nlog.nl/nlog-mapviewer/brh/106531897
